run	sample	median_log2_before	dataset
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..127N	12.735411776543	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..127C	12.5468086704257	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..128N	12.5094232365226	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..128C	12.7393175181881	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..129N	12.7452802128375	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..129C	12.6316419491866	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..130N	12.5800562861515	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..130C	11.849169483566	mouse
K-T_F26	PAMI-176_Mouse_K-T_TMT_40ug_26pctACN_25cm_120min_20160223_OT.raw_Abundance..131	12.5904315603394	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..126	12.5768910224003	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..127N	12.7396165728479	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..127C	12.5030649384054	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..128N	12.4456792651157	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..128C	12.6525114497565	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..129N	12.8065163959357	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..129C	12.5675972711822	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..130N	12.5153688766145	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..130C	11.7689188201688	mouse
K-T_F28	PAMI-176_Mouse_K-T_TMT_40ug_28pctACN_25cm_120min_20160223_OT.raw_Abundance..131	12.5800921072243	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..126	12.3982053546296	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..127N	12.4458741877406	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..127C	12.3865886906119	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..128N	12.2288643455898	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..128C	12.3360647080627	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..129N	12.3887961493311	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..129C	12.3543089339084	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..130N	12.3426691501287	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..130C	11.6238421707962	mouse
K-T_F30	PAMI-176_Mouse_K-T_TMT_40ug_30pctACN_25cm_120min_20160223_OT.raw_Abundance..131	12.3869382366325	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..126	13.5067125046881	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..127N	13.5099209905162	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..127C	13.4407077921816	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..128N	13.2747478662493	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..128C	13.3600293546093	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..129N	13.2460062523783	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..129C	13.4192781967287	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..130N	13.3961823999195	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..130C	12.5953848141679	mouse
K-T_F40	PAMI-176_Mouse_K-T_TMT_40ug_40pctACN_25cm_120min_20160223_OT.raw_Abundance..131	13.3624883745674	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..126	11.465312369396	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..127N	11.3151755751049	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..127C	11.3066620675074	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..128N	11.5051281826222	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..128C	11.0400459889474	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..129N	11.2735917952935	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..129C	11.5188280804385	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..130N	11.2304003869461	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..130C	11.1326934465517	mouse
K-T_F90	PAMI-176_Mouse_K-T_TMT_40ug_90pctACN_25cm_120min_20160223_OT.raw_Abundance..131	11.4311572326235	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..126	11.5464623231781	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..127N	11.8979854595218	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..127C	11.8737190631973	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..128N	11.5192521369096	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..128C	11.4909548651552	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..129N	11.5797786056036	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..129C	11.6168703588903	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..130N	11.506115704938	mouse
U-Dd_F14	PAMI-194_Mouse_U-Dd_TMT_40ug_14pctACN_25cm_120min_20160426_OT.raw_Abundance..130C	11.8332566567137	mouse
