sample	dim1	dim2	Run	Channel	Condition	Mixture	TechRepMixture	BioReplicate	Fraction	run_short	mixture_short	runCol	quantCols	dataset	n_complete_proteins	var_explained_dim1	var_explained_dim2
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..128C	-2.27102267368374	-6.12525662579507	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	128C	1	Mixture1	2	1	1	Mixture1_02	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..128N	-2.39970273185613	-6.16100015686732	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	128N	0.5	Mixture1	2	0.5	1	Mixture1_02	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..129C	-2.41759304903339	-6.26309954121607	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	129C	0.5	Mixture1	2	0.5	1	Mixture1_02	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..129N	-2.32548157396238	-6.15390408942224	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	129N	0.125	Mixture1	2	0.125	1	Mixture1_02	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..130C	-2.66783667862901	-6.07301076437172	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	130C	0.667	Mixture1	2	0.667	1	Mixture1_02	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	Abundance..130C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..130N	-2.46569631372659	-6.11507045462538	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	130N	1	Mixture1	2	1	1	Mixture1_02	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw	Abundance..130N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..127C	-4.19277025064152	-11.6057587292402	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	127C	0.125	Mixture1	3	0.125	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..127C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..127N	-3.95384629905946	-11.6166150788223	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	127N	0.667	Mixture1	3	0.667	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..127N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..128C	-3.99768410479356	-11.6272808896652	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	128C	1	Mixture1	3	1	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..128N	-3.83719091302084	-11.6622422032591	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	128N	0.5	Mixture1	3	0.5	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..129C	-3.91630772315909	-11.4632165156637	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	129C	0.5	Mixture1	3	0.5	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..129N	-3.89547888980663	-11.5748582484533	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	129N	0.125	Mixture1	3	0.125	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..130C	-3.99368681569161	-11.741691873333	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	130C	0.667	Mixture1	3	0.667	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..130C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..130N	-3.99519223701636	-11.5106336421233	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	130N	1	Mixture1	3	1	1	Mixture1_03	Mixture1	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw	Abundance..130N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..127C	-1.38967543406992	3.76304978334266	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	127C	1	Mixture2	1	1	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..127C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..127N	-1.44813940064875	3.64214228018298	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	127N	0.5	Mixture2	1	0.5	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..127N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..128C	-1.39243773575155	3.55683304315188	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	128C	0.125	Mixture2	1	0.125	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..128N	-1.51668636910986	3.58220784826274	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	128N	0.667	Mixture2	1	0.667	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..129C	-1.60624566393824	3.64820323674812	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	129C	0.667	Mixture2	1	0.667	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..129N	-1.50898294170747	3.88621783726222	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	129N	1	Mixture2	1	1	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..130C	-1.31884998554891	3.68675396494029	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	130C	0.5	Mixture2	1	0.5	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..130C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..130N	-1.67578509677497	3.65743844239784	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	130N	0.125	Mixture2	1	0.125	1	Mixture2_01	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw	Abundance..130N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..127C	0.899196245756554	-6.04726767150911	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	127C	1	Mixture2	2	1	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..127C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..127N	0.37580546951085	-5.93645160576506	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	127N	0.5	Mixture2	2	0.5	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..127N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..128C	0.1750634315968	-6.26885639830918	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	128C	0.125	Mixture2	2	0.125	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..128N	0.540881202450454	-5.98977724431918	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	128N	0.667	Mixture2	2	0.667	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..129C	0.570554344122045	-6.15617222421685	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	129C	0.667	Mixture2	2	0.667	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..129N	0.654657827073367	-5.87130151996051	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	129N	1	Mixture2	2	1	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..130C	0.556524904450913	-6.01640325823106	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	130C	0.5	Mixture2	2	0.5	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..130C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..130N	0.454976352752708	-5.96589625247271	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	130N	0.125	Mixture2	2	0.125	1	Mixture2_02	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw	Abundance..130N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..127C	-5.50638269361452	8.6985177676426	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	127C	1	Mixture2	3	1	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..127C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..127N	-5.80304117774886	8.46815761721278	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	127N	0.5	Mixture2	3	0.5	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..127N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..128C	-5.9248243219139	8.75105839392643	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	128C	0.125	Mixture2	3	0.125	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..128N	-5.66592933422028	8.64468378766035	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	128N	0.667	Mixture2	3	0.667	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..129C	-5.61235780480176	8.71387863398756	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	129C	0.667	Mixture2	3	0.667	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..129N	-5.80379230641519	8.8159571574992	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	129N	1	Mixture2	3	1	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..130C	-5.51151313073298	8.51592202828106	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	130C	0.5	Mixture2	3	0.5	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..130C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..130N	-5.74455914207578	8.70574570873934	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	130N	0.125	Mixture2	3	0.125	1	Mixture2_03	Mixture2	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw	Abundance..130N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..127C	-4.76182467235784	-3.89762084672291	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	127C	0.667	Mixture3	1	0.667	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..127C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..127N	-4.84383641622334	-4.33644166765009	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	127N	0.125	Mixture3	1	0.125	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..127N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..128C	-4.68287399811325	-4.26019140761964	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	128C	0.5	Mixture3	1	0.5	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..128N	-4.69203908723105	-3.76921574819434	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	128N	1	Mixture3	1	1	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..129C	-5.14010856379414	-4.17988003005353	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	129C	0.125	Mixture3	1	0.125	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..129N	-4.75967013456851	-4.0118961775263	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	129N	0.5	Mixture3	1	0.5	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..130C	-4.58708328529646	-3.79552384232329	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	130C	1	Mixture3	1	1	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..130C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..130N	-4.91757692288971	-3.86478613218313	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	130N	0.667	Mixture3	1	0.667	1	Mixture3_01	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw	Abundance..130N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..127C	-5.19138832228677	-0.708436309458041	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	127C	0.667	Mixture3	2	0.667	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..127C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..127N	-5.14941943143315	-0.664514561096009	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	127N	0.125	Mixture3	2	0.125	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..127N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..128C	-5.31107915700591	-0.753708770217008	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	128C	0.5	Mixture3	2	0.5	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..128N	-5.42348516124517	-0.9726514971163	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	128N	1	Mixture3	2	1	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..129C	-4.90232923745928	-0.895371046118942	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	129C	0.125	Mixture3	2	0.125	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..129N	-4.68235860266952	-0.740549581950538	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	129N	0.5	Mixture3	2	0.5	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..130C	-4.99807960920988	-0.780449351679519	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	130C	1	Mixture3	2	1	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..130C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..130N	-5.28366049969816	-0.76942298749237	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	130N	0.667	Mixture3	2	0.667	1	Mixture3_02	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw	Abundance..130N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..127C	2.41801193198274	10.4673657955317	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	127C	0.667	Mixture3	3	0.667	1	Mixture3_03	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..127C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..127N	2.26551840745481	10.6326281287061	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	127N	0.125	Mixture3	3	0.125	1	Mixture3_03	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..127N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..128C	2.15022463409108	10.3189557398547	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	128C	0.5	Mixture3	3	0.5	1	Mixture3_03	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..128C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..128N	2.36771314747194	10.6056893269149	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	128N	1	Mixture3	3	1	1	Mixture3_03	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..128N	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..129C	2.15986507743217	10.6219322974412	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	129C	0.125	Mixture3	3	0.125	1	Mixture3_03	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..129C	spikein1	1904	0.0863980653015579	0.0840379917828363
161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..129N	2.4109091490395	10.4846000394549	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	129N	0.5	Mixture3	3	0.5	1	Mixture3_03	Mixture3	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..129N	spikein1	1904	0.0863980653015579	0.0840379917828363
