run	sample	median_log2_before	dataset
Mixture1_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..129C	14.485587973142	spikein1
Mixture1_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..130N	14.4604778044469	spikein1
Mixture1_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..130C	14.4327967995366	spikein1
Mixture1_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_02.raw_Abundance..131	14.4648662227723	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..126	14.9265300823053	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..127N	14.9039002378387	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..127C	14.9512496960944	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..128N	14.9873563291756	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..128C	14.9909151769192	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..129N	14.9203165644522	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..129C	15.0038473001011	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..130N	14.9877655563448	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..130C	14.9457551309102	spikein1
Mixture1_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture1_03.raw_Abundance..131	14.9983284711544	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..126	14.5538397035702	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..127N	14.5397547581086	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..127C	14.5223184519435	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..128N	14.5770556327842	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..128C	14.569444931424	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..129N	14.5544159189691	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..129C	14.6045892504816	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..130N	14.6113645754377	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..130C	14.5880538176502	spikein1
Mixture2_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_01.raw_Abundance..131	14.5640049214169	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..126	15.0016948829635	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..127N	15.0002804121781	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..127C	14.9794798579894	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..128N	15.0164299776258	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..128C	15.0264139881675	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..129N	15.0061753564132	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..129C	15.0506045033918	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..130N	15.0549735657148	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..130C	15.0198084194271	spikein1
Mixture2_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_02.raw_Abundance..131	15.018393371969	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..126	14.4220574274407	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..127N	14.4187267030246	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..127C	14.4092696098045	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..128N	14.4559873796611	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..128C	14.4415920660343	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..129N	14.4338302824654	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..129C	14.4725929847877	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..130N	14.4915672199327	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..130C	14.4483205622618	spikein1
Mixture2_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture2_03.raw_Abundance..131	14.4388134030934	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..126	14.8283563383888	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..127N	14.8263521142485	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..127C	14.8579213217378	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..128N	14.8704927263695	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..128C	14.8763704664678	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..129N	14.8391499903075	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..129C	14.8719308564608	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..130N	14.8603277551117	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..130C	14.8856703179611	spikein1
Mixture3_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_01.raw_Abundance..131	14.8543806589574	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..126	14.3927037038385	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..127N	14.4001250964045	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..127C	14.4206166591648	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..128N	14.4379506262243	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..128C	14.4470283839276	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..129N	14.4254953673517	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..129C	14.4502547154997	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..130N	14.4233624036511	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..130C	14.4697035504027	spikein1
Mixture3_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_02.raw_Abundance..131	14.4404695067422	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..126	15.134946544334	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..127N	15.1219302909851	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..127C	15.1825220420019	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..128N	15.1833480241379	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..128C	15.202635983302	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..129N	15.1571074824187	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..129C	15.1946796698798	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..130N	15.1821720087474	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..130C	15.2055199513953	spikein1
Mixture3_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..131	15.1713333981694	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..126	14.6186909174725	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..127N	14.6291007396141	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..127C	14.4784035378395	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..128N	14.6631024126567	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..128C	14.6513753145082	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..129N	14.6402121503053	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..129C	14.6978819293319	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..130N	14.6584429927849	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..130C	14.5967208340624	spikein1
Mixture4_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..131	14.6359284884165	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..126	14.7980625164883	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..127N	14.803540785355	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..127C	14.6534539356245	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..128N	14.8450594125344	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..128C	14.8353886564282	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..129N	14.8220494839775	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..129C	14.8727228219856	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..130N	14.833340076991	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..130C	14.7745563536591	spikein1
Mixture4_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..131	14.80051028825	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..126	15.0852882780098	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..127N	15.0815793402404	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..127C	14.9383169409731	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..128N	15.1254015553338	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..128C	15.1057858359508	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..129N	15.0893788527385	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..129C	15.151772911955	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..130N	15.1224536784035	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..130C	15.0423957908412	spikein1
Mixture4_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..131	15.0857837994261	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..126	15.369461723851	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..127N	15.3571375406722	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..127C	15.3971397329151	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..128N	15.4011425597824	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..128C	15.4164351847767	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..129N	15.3698330833836	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..129C	15.4606178361965	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..130N	15.4103268362926	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..130C	15.3813316499517	spikein1
Mixture5_01	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..131	15.377031937424	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..126	14.4150540464898	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..127N	14.4006435159855	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..127C	14.4568126790585	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..128N	14.4501280177553	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..128C	14.4495170685932	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..129N	14.4215365629772	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..129C	14.4923639084267	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..130N	14.4520773998963	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..130C	14.4522669785155	spikein1
Mixture5_02	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..131	14.4458915100724	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..126	14.6038899034351	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..127N	14.5939688717823	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..127C	14.6373295490507	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..128N	14.6212134443208	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..128C	14.6408190252518	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..129N	14.6155459844437	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..129C	14.6844945670422	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..130N	14.6478705619975	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..130C	14.6338099595119	spikein1
Mixture5_03	161117_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..131	14.6102547364807	spikein1
